S. No.,university,college,College Type,State Name,District Name
5959,"Choudhary Charan Singh University, Meerut ","MAHAVEER INSTITUTE OF TECHNOLOGY, POHALI, SARADHANA ROAD, MEERUT ",Affiliated College,Uttar Pradesh,Meerut
5960,"Choudhary Charan Singh University, Meerut ","MAHAVIR INSTITUTE OF MANAGEMENT & TECH. DEHRADUN ROAD, VILL-RASULPUR, PO-CHHUTMALPUR DISTT SAHARANPUR Ph 0121-3130111 9412219548 ",Affiliated College,Uttar Pradesh,Saharanpur
5961,"Choudhary Charan Singh University, Meerut ","MAHESHWARAM COLLEGE OF EDUCATION & LAW SYANA, BULANDSHAHR ",Affiliated College,Uttar Pradesh,Bulandshahr
5962,"Choudhary Charan Singh University, Meerut ","MAHILA INSTITUTE OF TECHNOLOGY, KALAND ROAD, SARDHANA ROAD, MEERUT Ph. 9997312494, 9837791586 ",Affiliated College,Uttar Pradesh,Meerut
5963,"Choudhary Charan Singh University, Meerut ",MANGALMAY INSTITUTE OF MGMT & TECHNOLOGY KNOWLEDGE PARK II GREATER NOIDA ,Affiliated College,Uttar Pradesh,Gautam Buddha Nagar
5964,"Choudhary Charan Singh University, Meerut ","MANNIYA KANSHI RAM COLLEGE OF EDUCATION PLOT NO. 78, 65, MAIN ROAD, VILL.- NATANAGAR, POST-ANOOPSHSHAR DISTT.- BULANDSHAHAR ",Affiliated College,Uttar Pradesh,Bulandshahr
5965,"Choudhary Charan Singh University, Meerut ",Manniya Kashiram Government Mahavidyalaya Loni Siqqiknagar (Ghaziabad) Mob. No.9910823090 ,Affiliated College,Uttar Pradesh,Ghaziabad
5966,"Choudhary Charan Singh University, Meerut ","MARATHWADA INST. OF TECH. ENGG. COLLEGE DHAMERA CHOLA, BULANDSHAHR,Ph. No. :- 513649 ",Affiliated College,Uttar Pradesh,Bulandshahr
5967,"Choudhary Charan Singh University, Meerut ","M.B. College, Dadri (G.B. Nagar) Ph.No.0120-2662651 ",Affiliated College,Uttar Pradesh,Gautam Buddha Nagar
5968,"Choudhary Charan Singh University, Meerut ",M.B. GIRLS COLLEGE DADRI (GAUTAMBUDH NAGAR) ,Affiliated College,Uttar Pradesh,Gautam Buddha Nagar
5969,"Choudhary Charan Singh University, Meerut ","Meerut College Meerut Ph.No.0121-4012004, 4012000 ",Affiliated College,Uttar Pradesh,Meerut
5970,"Choudhary Charan Singh University, Meerut ","MEERUT COLLEGE OF ADVANCE TECHNOLOGY SECTOR-2, POCKET-A, SHATABDI NAGAR, MEERUT Ph. No. 0121, 2441618, 2441617 ",Affiliated College,Uttar Pradesh,Meerut
5971,"Choudhary Charan Singh University, Meerut ","MEERUT COLLEGE OF PROFESSIONAL EDUCATION KHIRWA JALALPUR, MEERUT MOB. 9219598018, 9456829015 ",Affiliated College,Uttar Pradesh,Meerut
5972,"Choudhary Charan Singh University, Meerut ","MEERUT INST. OF EDUCATION & HEALTH SCIENCES PAWLIKHAS, RAILWAY STATION, MODIPURAM, MEERUT ",Affiliated College,Uttar Pradesh,Meerut
5973,"Choudhary Charan Singh University, Meerut ","MEERUT INST. OF ENGINEERING & TECHNOLOGY BAGHPAT CROSSING, PARTAPUR BY PASS, MEERUT Ph. No :- 0121-2439019, 2439058 ",Affiliated College,Uttar Pradesh,Meerut
5974,"Choudhary Charan Singh University, Meerut ","MEWAR INSTITUTE OF MANAGEMENT, SECTOR 4-C, VASUNDHRA, DELHI-GHAZIABAD LINK ROAD, GHAZIABAD-201012 (U.P.) E-mail : mim@mimcs.com, website : www.mimcs.com Ph. No.- 0120-2698218, 19, 20, Fax 0120-2698046 ",Affiliated College,Uttar Pradesh,Ghaziabad
5975,"Choudhary Charan Singh University, Meerut ","MEWAR LAW COLLEGE SECTOR 4-C, VASUNDHRA, DELHI-GHAZIABAD LINK ROAD, GHAZIABAD-201012 (U.P.) E-mail : mim@mimcs.com, website : www.mimcs.com Ph. No.- 0120-2698218, 19, 20, Fax 0120-2698046 ",Affiliated College,Uttar Pradesh,Ghaziabad
5976,"Choudhary Charan Singh University, Meerut ","M.I.E.T. PAWLIKHAS, MEERUT ",Affiliated College,Uttar Pradesh,Meerut
5977,"Choudhary Charan Singh University, Meerut ","MILESTONE INSTITUTE OF PROFESSIONAL STUDIES 1., K.M.INDSIDE FROM DELHI-MEERUT ROAD VILL - MORTA, DISTT GHAZIABAD Ph 0120-2962082 ",Affiliated College,Uttar Pradesh,Ghaziabad
5978,"Choudhary Charan Singh University, Meerut ","M.I.T BUSINESS SCHOOL POHALI, SARADHANA ROAD, MEERUT ",Affiliated College,Uttar Pradesh,Meerut
5979,"Choudhary Charan Singh University, Meerut ","MKR (PG) INSTITUTE OF TECHNOLOGY HASANPUR MUSSOORIE, ON DELHI BAGHPAT ROAD, KHEKRA, BAGHPAT MOB. No. 09528102313, 09634297268, 09319854166 Ph. 0121-2232309, 2232965 ",Affiliated College,Uttar Pradesh,Baghpat
5980,"Choudhary Charan Singh University, Meerut ","M.K.S. COLLEGE OF EDUCATION, VPO-BUDHPUR, TEHSIL-BARARUT DISTT. BAGHPAT ",Affiliated College,Uttar Pradesh,Baghpat
5981,"Choudhary Charan Singh University, Meerut ",M.M. Degree College Khekhra (Baghpat) Mob.No.9411905011 0121-223040 ,Affiliated College,Uttar Pradesh,Baghpat
5982,"Choudhary Charan Singh University, Meerut ",M.M. Degree College Modinagar (Ghaziabad) Mob. No.9319850811 ,Affiliated College,Uttar Pradesh,Ghaziabad
5983,"Choudhary Charan Singh University, Meerut ","M.M.H. College, Ghaziabad Mob. No.9811406167, 0120-2861414 ",Affiliated College,Uttar Pradesh,Ghaziabad
5984,"Choudhary Charan Singh University, Meerut ","MODEL DIVINE MAHILA COLLEGE BAGHPAT-ROAD, PILANA, BAGHPAT MOB. 9868046173, 09557085100 ",Affiliated College,Uttar Pradesh,Baghpat
5985,"Choudhary Charan Singh University, Meerut ","MODERN COLLEGE OF PROFESSIONAL STUDIES MOHAN NAGAR, GHAZIABAD, Ph. No- 0120-2657167/2657441, 9711149573 Fax NO. 0120-2657441 E-mail.-moderncollegegbd@rediffmail.com ",Affiliated College,Uttar Pradesh,Meerut
5986,"Choudhary Charan Singh University, Meerut ","MODERN DEGREE COLLEGE, MEERUT ROAD, DUHAI, GHZIABAD ",Affiliated College,Uttar Pradesh,Ghaziabad
5987,"Choudhary Charan Singh University, Meerut ","MODERN INSTITUTE OF TEACHER EDUCATION PLOT NO. 307, VPO-DUHAI, DELHI-MEERUT ROAD, GHAZIABAD MOB. NO. 0120-2675504, 2675565, 0120-2679163 ",Affiliated College,Uttar Pradesh,Ghaziabad
5988,"Choudhary Charan Singh University, Meerut ","MOHAN COLLEGE OF TEACHERS EDUCATION BARAL, PARTAPUR, MEERUT, Ph. 9358520777, 9897100201 ",Affiliated College,Uttar Pradesh,Meerut
5989,"Choudhary Charan Singh University, Meerut ","MORDEN COLLEGE OF LAW MOHAN NAGAR, GHAZIABAD, Ph. No- 0120-2657167/2657441, 9711149574 Fax NO. 0120-2657441 E-mail.-moderncollegegbd@rediffmail.com ",Affiliated College,Uttar Pradesh,Ghaziabad
5990,"Choudhary Charan Singh University, Meerut ","MRINALINI GIRLS COLLEGE, HRORA, SAHARNPUR ",Affiliated College,Uttar Pradesh,Saharanpur
5991,"Choudhary Charan Singh University, Meerut ","M.S. INSTITUTE 5 KM. STONE, GANGERVA CHOLA ROAD, BULANDSHAHR , Ph. No. 9359908644, 9219427444 ",Affiliated College,Uttar Pradesh,Bulandshahr
5992,"Choudhary Charan Singh University, Meerut ","M.S.S.K.D. DEGREE COLLEGE, MORANA, MUZAFFARNAGAR ",Affiliated College,Uttar Pradesh,Muzaffarnagar
5993,"Choudhary Charan Singh University, Meerut ",Munna Lal Jai Narayan Khemkha Girls College Saharanpur Mob.No.9412231163 0132-2658187 ,Affiliated College,Uttar Pradesh,Saharanpur
5994,"Choudhary Charan Singh University, Meerut ","MURTI DEVI MEMORIAL COLLEGE BAGHPAT-MEERUT ROAD, PILANA, BAGHPAT Ph. 011-22812399, 31079767 ",Affiliated College,Uttar Pradesh,Baghpat
5995,"Choudhary Charan Singh University, Meerut ",MUSLIM GIRLS DEGREE COLLEGE BULANDSHAHR ,Affiliated College,Uttar Pradesh,Bulandshahr
5996,"Choudhary Charan Singh University, Meerut ","MUZAFFARNAGAR INSTITUTE OF TECHNOLOGY ROORKEE ROAD, N.H.-58, MUZAFFARNAGAR ",Affiliated College,Uttar Pradesh,Muzaffarnagar
5997,"Choudhary Charan Singh University, Meerut ","MUZAFFARNAGAR MEDICAL COLLEGE OPP. BEFRAIPUR, INDUSTRIAL AREA, MEERUT ROAD, MUZAFFARNAGAR ",Affiliated College,Uttar Pradesh,Muzaffarnagar
5998,"Choudhary Charan Singh University, Meerut ","NARAYAN INSTITUTE OF EDUCATION AND TECHNOLOGY GARH ROAD, SISOLI, MEERUT Ph. No 9456262543, 9456685015, 9897476539 ",Affiliated College,Uttar Pradesh,Meerut
5999,"Choudhary Charan Singh University, Meerut ",N.A.S. College Meerut Ph. No.0121-2642153 Mob. 9358405381 ,Affiliated College,Uttar Pradesh,Meerut
6000,"Choudhary Charan Singh University, Meerut ","NAWAB AZMAT ALI KHAN GIRLS COLLEGE, MUZAFFARNAGAR ",Affiliated College,Uttar Pradesh,Muzaffarnagar
6001,"Choudhary Charan Singh University, Meerut ","NEELKANTH VIDYAPEETH NH-58, PAWLI KHAS, MODIPURAM, MEERUT ",Affiliated College,Uttar Pradesh,Meerut
6002,"Choudhary Charan Singh University, Meerut ","NEW ADARSH INST. OF EDUCATION, NEAR L.P.G. GAS PLANT, LONI, GHAZIABAD Ph. 9810329578, 2683033 ",Affiliated College,Uttar Pradesh,Ghaziabad
6003,"Choudhary Charan Singh University, Meerut ","NEW ERA COLLEGE OF EDUCATION 616, BHIKANPUR, DUHAI, MEERUT ROAD, GHAZIABAD Ph. No. 0120-2675610, 2675710 ",Affiliated College,Uttar Pradesh,Ghaziabad
6004,"Choudhary Charan Singh University, Meerut ","NEW ERA COLLEGE OF SCIENCE & TECHNOLOGY N.H.24, GHAZIABAD HAPUR BYPASS, 333, PANDAV NAGAR, GHAZIABAD, Ph. 0120-3093860, 3945912 ",Affiliated College,Uttar Pradesh,Ghaziabad
6005,"Choudhary Charan Singh University, Meerut ","NICE MANAGEMENT COLLEGE DULEHRA MARG, ROORKEE ROAD, MEERUT ",Affiliated College,Uttar Pradesh,Meerut
6006,"Choudhary Charan Singh University, Meerut ","NIGHTINGAL COLLEGE OF NURSING C-56/4, SECTOR-62, NOIDA ",Affiliated College,Uttar Pradesh,Gautam Buddha Nagar
6007,"Choudhary Charan Singh University, Meerut ","N.I.M.T. INSTITUTE OF MEDICAL & PARAMEDICAL SCIENCES K.P.-1, PLOT NO. 41, KASANA ROAD, PARI CHOWK GREATER NOIDA, 0120-6473118 ",Affiliated College,Uttar Pradesh,Gautam Buddha Nagar
6008,"Choudhary Charan Singh University, Meerut ","NIRANJAN INST. OF EDUCATION TECHNOLOGY BAHADURPUR, SARADHANA ROAD, MEERUT Ph. 0121-2630138, 9358434771 ",Affiliated College,Uttar Pradesh,Meerut
6009,"Choudhary Charan Singh University, Meerut ","NIRMAL GANGA INSTITUTE OF EDUCATION JARGAWAN, BULANDHSAHR ",Affiliated College,Uttar Pradesh,Bulandshahr
6010,"Choudhary Charan Singh University, Meerut ","NKBR COLLEGE OF PROFESSIONAL STUDIES MEERUT-HAPUR ROAD, PHAPHUNDA, MEERUT, Ph. 0121-2954248,, 2575775, 9897548873, ",Affiliated College,Uttar Pradesh,Meerut
6011,"Choudhary Charan Singh University, Meerut ","NOBEL COLLEGE OF PROFFESIONAL STUDIES GARH ROAD, MEERUT ",Affiliated College,Uttar Pradesh,Meerut
6012,"Choudhary Charan Singh University, Meerut ","NOIDA COLLEGE OF PHYSICAL EDUCATION NAVODY VIDYALAYA ROAD, DHOOM MANIKPUR, DADRI, (G.B. NARAG) Ph. No- 4571581, 45701848, 09810476598 ",Affiliated College,Uttar Pradesh,Gautam Buddha Nagar
6013,"Choudhary Charan Singh University, Meerut ","NOIDA INSTITUTE OF EDUCATION & TECHNOLOGY C/o NOIDA PUBLIC SECONDARY SCHOOL, A-78, SECTOR-23, NOIDA (G.B.NAGAR) Ph. No. :- 2413081, 2413082 ",Affiliated College,Uttar Pradesh,Gautam Buddha Nagar
6014,"Choudhary Charan Singh University, Meerut ","N.R.E.C. College Khurja (Bulandshahr) Ph.No.05738-247834, 245132 ",Affiliated College,Uttar Pradesh,Bulandshahr
6015,"Choudhary Charan Singh University, Meerut ","OM SHRI GURU SHAKSHI RAMCHANDER INSTITUTE NH-70, DELHI-SAHARANPUR ROAD, JASALA, MUZAFFARNAGAR, Ph. 0121-2662474, 9412611999 ",Affiliated College,Uttar Pradesh,Muzaffarnagar
6016,"Choudhary Charan Singh University, Meerut ","ORNATE INSTITUTE OF LAW SAMPLA BEGUMPUR, NAKUR, SAHARANPUR ",Affiliated College,Uttar Pradesh,Saharanpur
6017,"Choudhary Charan Singh University, Meerut ","ORNATE INSTITUTE OF TECHNOLOGY SAMPLA BEGUMPUR, NAKUR, SAHARANPUR ",Affiliated College,Uttar Pradesh,Saharanpur
6018,"Choudhary Charan Singh University, Meerut ","PADMAWATI BAL VIDYAPEETH POCKET-B, DEFCE ENCLAVE, MEERUT ",Affiliated College,Uttar Pradesh,Meerut
6019,"Choudhary Charan Singh University, Meerut ","PANCHWATI INSTITUTE OF EDUCATION & TECHNOLOGY GHAAT ROAD, PARTAPUR, TAHASIL & DISTT-MEERUT ",Affiliated College,Uttar Pradesh,Meerut
6020,"Choudhary Charan Singh University, Meerut ","PANDIT TEJRAM COLLEGE OF EDUCATION SIDDIQUE NAGAR , GHAZIABAD, Ph. 2559125, ",Affiliated College,Uttar Pradesh,Ghaziabad
6021,"Choudhary Charan Singh University, Meerut ","PARAMOUNT INSTITUTE OF EDUCATION & TECHNOLOGY, TATIRI (BAGHPAT) Mob. 9997778604, 9837156120 ",Affiliated College,Uttar Pradesh,Baghpat
6022,"Choudhary Charan Singh University, Meerut ","PARSANDI DEVI COLLEGE OF LAW BILASHPUR, GREATER NOIDA ",Affiliated College,Uttar Pradesh,Gautam Buddha Nagar
6023,"Choudhary Charan Singh University, Meerut ","PARSANDI DEVI COLLEGE OF MANAGEMENT &TECHNOLOGY, BILASHPUR, GREATER NOIDA ",Affiliated College,Uttar Pradesh,Gautam Buddha Nagar
6024,"Choudhary Charan Singh University, Meerut ","PASHUPATI INSTITUTE OF STUDIES GULAOTHI-MASSORIE ROAD, BASATPUR, DHAULANA, GHAZIABAD Ph. 9818582683 ",Affiliated College,Uttar Pradesh,Ghaziabad
6025,"Choudhary Charan Singh University, Meerut ","PATRONAGE INST. OF PROFESSIONAL STUDIES KNOWLEDGE PARK-III, GREATER NOIDA ",Affiliated College,Uttar Pradesh,Gautam Buddha Nagar
6026,"Choudhary Charan Singh University, Meerut ","PHOOLWATI INSTITUTE OF LAW EDUCATION & TECHNOLOGY, AGGARWAL MANDI, TATIRI (BAGHPAT) ",Affiliated College,Uttar Pradesh,Baghpat
6027,"Choudhary Charan Singh University, Meerut ","P.I.E.T COLLEGE OF EDUCATION GHAAT ROAD, DELHI-ROORKEE BY PASS NH-58, PARTAPUR, MEERUT ",Affiliated College,Uttar Pradesh,Meerut
6028,"Choudhary Charan Singh University, Meerut ","PRAKASH INSTITUTE OF PHYSIOTHERAPY REHABILILATION & ALLIED MEDICAL SCIENCES 9-A, SECTOR-P-2, GRATER NOIDA ",Affiliated College,Uttar Pradesh,Gautam Buddha Nagar
6029,"Choudhary Charan Singh University, Meerut ","PRESIDENCY COLLEGE OF EDU. & TECHNOLOGY NS-1, SEC-1, SHATABADI NAGAR, DELHI ROAD, MEERUT` ",Affiliated College,Uttar Pradesh,Meerut
6030,"Choudhary Charan Singh University, Meerut ","PRINCE INSTITUTE OF INNOVATIVE TECHNOLOGY D-16, SECTOR-9, NEW VIJAY NAGAR, GHAZIABAD, Ph. 9868251818, 9810786431 ",Affiliated College,Uttar Pradesh,Ghaziabad
6031,"Choudhary Charan Singh University, Meerut ","Pt. DEEN DAYAL UPADHYAYA MGMT COLLEGE 17-THE MALL, MEERUT CANTT ",Affiliated College,Uttar Pradesh,Meerut
6032,"Choudhary Charan Singh University, Meerut ","Pt. SUJAN SINGH DEGREE COLLEGE, SURAJ KUND ROAD, MEERUT, Ph. 646835, 646925 ",Affiliated College,Uttar Pradesh,Meerut
6033,"Choudhary Charan Singh University, Meerut ","PURANMAL RAMLAL DEGREE COLLEGE, GANGOH, SAHARANPUR ",Affiliated College,Uttar Pradesh,Saharanpur
6034,"Choudhary Charan Singh University, Meerut ",RADHA GOVIND COLLEGE OF EDUCATION GREATER NOIDA (GAUTAMBUDH NARAG) ,Affiliated College,Uttar Pradesh,Gautam Buddha Nagar
6035,"Choudhary Charan Singh University, Meerut ","RAGHUVEER SHARAN MEMORIAL DEGEE COLLEGE SHAKURPUR, MODINAGAR, GHAZIABAD ",Affiliated College,Uttar Pradesh,Ghaziabad
6036,"Choudhary Charan Singh University, Meerut ","RAGHUWAR DAYAL PRABHU DAYAL GIRLS (P.G.) COLLEGE, BHAIPUR DORAHA, JAHANGIRABAD, BULANDSHAHR ",Affiliated College,Uttar Pradesh,Bulandshahr
6037,"Choudhary Charan Singh University, Meerut ","RAIZADA DHARAM DAS INST. OF EDU. & TECHN.VED VYASPURI, SECTOR-1, PARTAPUR BY PASS, MEERUT City office-K-3305, Shastri Nagar, Meerut (U.P.) Ph. NO. 0121-2774604, 9897520333 ",Affiliated College,Uttar Pradesh,Meerut
6038,"Choudhary Charan Singh University, Meerut ","RAJEEV MEMORIAL INSTITUTE OF EUDCATION & TECHNOLOGY, BHARDWAJ FARM HOUSE, GANGOH, SAHARANPUR ",Affiliated College,Uttar Pradesh,Saharanpur
6039,"Choudhary Charan Singh University, Meerut ","RAJKUMAR GOEL GIRLS DEGREE COLLEGE RAILWAY ROAD, GARHMUKTESHWAR (G. BAD) Ph. 9837027682 ",Affiliated College,Uttar Pradesh,Ghaziabad
6040,"Choudhary Charan Singh University, Meerut ","RAKSHPAL BAHADUR MANAGMENT INSTITUTE PLOT NO. 4, KNOWLEDGE PARK-III, GREATER NOIDA ",Affiliated College,Uttar Pradesh,Gautam Buddha Nagar
6041,"Choudhary Charan Singh University, Meerut ",RAMA COLLEGE OF EDUCATION KILA ROAD MEERUT ,Affiliated College,Uttar Pradesh,Meerut
6042,"Choudhary Charan Singh University, Meerut ","RAMA DEVI KANYA MAHAVIDYALAYA E-3, SECTOR-61, NOIDA, Ph. 2586310 ",Affiliated College,Uttar Pradesh,Gautam Buddha Nagar
6043,"Choudhary Charan Singh University, Meerut ","RAMDOOT COLLEGE OF EDUCATION SAHARANPUR-NAKUR, RANDEVI, SAHARANPUR 09456229246 ",Affiliated College,Uttar Pradesh,Saharanpur
6044,"Choudhary Charan Singh University, Meerut ","RAM - EESH INSTITUTE OF EDUCATION, PLOT NO. 3, KNOWLEDGE PARK-1,SURAJPUR-KASNA ROAD, GREATER NOIDA ( G.B. NAGAR ) ",Affiliated College,Uttar Pradesh,Gautam Buddha Nagar
6045,"Choudhary Charan Singh University, Meerut ","RAMESH CHAND INSTITUTE OF MGMT MEERUPUR TRONIKA CITY, GHAZIABD ",Affiliated College,Uttar Pradesh,Ghaziabad
6046,"Choudhary Charan Singh University, Meerut ","RANI LAXMI BAI MAHILA DEGREE COLLEGE, 1/2, PALLAVPURAM, PHASE-2, MEERUT, 3295828 ",Affiliated College,Uttar Pradesh,Meerut
6047,"Choudhary Charan Singh University, Meerut ",R.C.C.V. GIRLS DEGREE COLLEGE GHAZIABAD ,Affiliated College,Uttar Pradesh,Ghaziabad
6048,"Choudhary Charan Singh University, Meerut ","R.D. COLLEGE OF EDUCATION SISHOLI, GARH ROAD, MEERUT Ph. 0121-2882252, 9358434497 ",Affiliated College,Uttar Pradesh,Meerut
6049,"Choudhary Charan Singh University, Meerut ","RELIABLE INSTITUTE OF LAW MORTA, DELHI-MEERUT ROAD, GHAZIABAD ",Affiliated College,Uttar Pradesh,Ghaziabad
6050,"Choudhary Charan Singh University, Meerut ","RELIABLE INST. OF MANAGEMENT.& TECHNOLOGY MORTA, DELHI-MEERUT ROAD, GHAZIABAD ",Affiliated College,Uttar Pradesh,Ghaziabad
6051,"Choudhary Charan Singh University, Meerut ",R.G. (P.G.) College Meerut Mob.No.9837300655 ,Affiliated College,Uttar Pradesh,Meerut
6052,"Choudhary Charan Singh University, Meerut ","R.I.E.T VIDYAPEETH, (Only For girls) POHLI, SARDHANA ROAD, MEERUT ",Affiliated College,Uttar Pradesh,Meerut
6053,"Choudhary Charan Singh University, Meerut ","RISHABH TECHNOLOGY INSTITUTE & RESEARCH CENTRE, VILLAGE-BHAINSA, BIJNOR ROAD, MAWANA, MEERUT Ph. No. 0121-2646160 ",Affiliated College,Uttar Pradesh,Meerut
6054,"Choudhary Charan Singh University, Meerut ","R.J. INSTITUTE OF HIGHER EDUCATION NH-93, CHONDERA-DIBAI, BULANDSHAHR Ph. No.05734-249111 ",Affiliated College,Uttar Pradesh,Bulandshahr
6055,"Choudhary Charan Singh University, Meerut ","R.K. COLLEGE, GARH ROAD, KITHORE, MEERUT ",Affiliated College,Uttar Pradesh,Meerut
6056,"Choudhary Charan Singh University, Meerut ","R.K. INSTITUTE OF TECHNOLOGY & MANAGEMENT SIMBHAOLI, GHAZIABAD, Mob. 09810616951, 05731-223296-98 Fax no. 05731-223299 ",Affiliated College,Uttar Pradesh,Ghaziabad
6057,"Choudhary Charan Singh University, Meerut ","R.K. (P.G.) College Shamali (Prabudh Nagar) Mob.No.01398-253197, 250143 ",Affiliated College,Uttar Pradesh,Shrawasti
6058,"Choudhary Charan Singh University, Meerut ","R. N COLLEGE HASTINAPUR, MEERUT ",Affiliated College,Uttar Pradesh,Meerut
6059,"Choudhary Charan Singh University, Meerut ","R.N. INSTITUTE OF MORDEN MANAGEMENT EDUCATION & RESEARCH CENTRE RAM BAGH, SECTOR-4, SHASTRI NAGAR, MEERUT ",Affiliated College,Uttar Pradesh,Meerut
6060,"Choudhary Charan Singh University, Meerut ","ROYAL COLLEGE OF LAW 28 KM. Stone, NH-24, DASANA CROSSING, GZB ",Affiliated College,Uttar Pradesh,Ghaziabad
6061,"Choudhary Charan Singh University, Meerut ","ROYAL EDUCATIONAL INSTITUTE 28 KM. Stone, NH-24, DASANA CROSSING, GHAZIABAD ",Affiliated College,Uttar Pradesh,Ghaziabad
6062,"Choudhary Charan Singh University, Meerut ","R.R. (ROOPRAM) INSTITUTE, HRORA, SAHARNPUR ",Affiliated College,Uttar Pradesh,Saharanpur
6063,"Choudhary Charan Singh University, Meerut ","R.S.S. College, Pilkhuwa (Pancheel Nagar) Mob.No.9818582683 ",Affiliated College,Uttar Pradesh,Ghaziabad
6064,"Choudhary Charan Singh University, Meerut ","RUDRA INSTITUTE OF TECHNOLOGY, NH-119, MAWANA KHURD, MEERUT Ph. 9897100201, 9415328178 ",Affiliated College,Uttar Pradesh,Meerut
6065,"Choudhary Charan Singh University, Meerut ","RUDRA INSTITUTE OF TECHNOLOGY, RUSALABAD, NANPUR, GHAZIABAD Ph. 9897100201, 9415328178 ",Affiliated College,Uttar Pradesh,Ghaziabad
6066,"Choudhary Charan Singh University, Meerut ","R. V. HIGHER EDUCATION & TECHNICAL INSTITUTE G. T. ROAD, CHITHERA DADRI, G.B. NAGAR Ph. No. :- 09810981348 ",Affiliated College,Uttar Pradesh,Gautam Buddha Nagar
6067,"Choudhary Charan Singh University, Meerut ","SAHARANPUR INSTITUTE OF ADVANCED STUDIES GOKELPUR, SHARANPUR ",Affiliated College,Uttar Pradesh,Saharanpur
6068,"Choudhary Charan Singh University, Meerut ","SAKUMBARI PARA MEDICAL COLLEGE & RESEARCH CENTRE, BADHSAHI BAGH, SAHARANPUR ",Affiliated College,Uttar Pradesh,Saharanpur
6069,"Choudhary Charan Singh University, Meerut ","SAMMER FIELD COLLEGE OF HIGHER EDUCATION GOVINDPURI, MODINAGAR, GHAZIABAD ",Affiliated College,Uttar Pradesh,Gautam Buddha Nagar
6070,"Choudhary Charan Singh University, Meerut ","SAMRATH INSTITUTE FOR EDUCATION & TECH. VILL & POST-NEK, BAGPAT ROAD, MEERUT, Ph. 9412579199 ",Affiliated College,Uttar Pradesh,Meerut
6071,"Choudhary Charan Singh University, Meerut ","SAMRAT PRITHVIRAJ CHAUHAN DEGREE COLLEGE BAGHPAT, Ph. 9412101700, 2221111 ",Affiliated College,Uttar Pradesh,Baghpat
6072,"Choudhary Charan Singh University, Meerut ",Sanjay Gandhi (P.G.) College Sarurpur Khurd (Meerut) Mob. No.9412782858 287222 ,Affiliated College,Uttar Pradesh,Meerut
6073,"Choudhary Charan Singh University, Meerut ","SANKALP INSTTUTE OF EDUCATION 141, DUHAI, GHAZIABAD Ph. No. :- 09810117373 ",Affiliated College,Uttar Pradesh,Ghaziabad
6074,"Choudhary Charan Singh University, Meerut ","SANKALP INSTTUTE OF LAW 141, DUHAI, GHAZIABAD Ph. No. :- 09810117373 ",Affiliated College,Uttar Pradesh,Ghaziabad
6075,"Choudhary Charan Singh University, Meerut ","SANSKAR VIDYA BHARTI, KAMALPUR, GARH ROAD, MEERUT, Ph. 2762486 ",Affiliated College,Uttar Pradesh,Meerut
6076,"Choudhary Charan Singh University, Meerut ","SANSKRITI INSTITUTE OF ADVANCE STUDIES E-222, KAVINAGAR, GHAZIABAD ",Affiliated College,Uttar Pradesh,Ghaziabad
6077,"Choudhary Charan Singh University, Meerut ","Sant Josephs Girls Degree College, Sardhana (Meerut) Mob.No.9410815034 ",Affiliated College,Uttar Pradesh,Meerut
6078,"Choudhary Charan Singh University, Meerut ","SANTOSH MEDICAL & DENTAL COLLEGE PRATAP VIHAR, GHAZIABAD Ph. No :- 791735, 791736 ",Affiliated College,Uttar Pradesh,Ghaziabad
6079,"Choudhary Charan Singh University, Meerut ","SANT RATAN DAS COLLEGE OF EDUCATION KM - 2, KAVI NAGAR, GHAZIABAD Ph. 9811140080, 0120-4121477 ",Affiliated College,Uttar Pradesh,Ghaziabad
6080,"Choudhary Charan Singh University, Meerut ","SARASWATI COLLEGE OF PROFESSIONAL STUDIES 819, DASNA, 27, KM. STONE, NH-24, GHAZIABAD-HAPUR BYE PASS, GHAZIABAD ",Affiliated College,Uttar Pradesh,Ghaziabad
